Lower layer Super Output Areas Code,Lower layer Super Output Areas,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E01003023,Lambeth 021C,4,4. Administrative and secretarial occupations,98
E01003023,Lambeth 021C,5,5. Skilled trades occupations,76
E01003023,Lambeth 021C,6,"6. Caring, leisure and other service occupations",130
E01003023,Lambeth 021C,7,7. Sales and customer service occupations,80
E01003023,Lambeth 021C,8,"8. Process, plant and machine operatives",51
E01003023,Lambeth 021C,9,9. Elementary occupations,173
E01003024,Lambeth 021D,-8,Does not apply,817
E01003024,Lambeth 021D,1,"1. Managers, directors and senior officials",81
E01003024,Lambeth 021D,2,2. Professional occupations,208
E01003024,Lambeth 021D,3,3. Associate professional and technical occupations,171
E01003024,Lambeth 021D,4,4. Administrative and secretarial occupations,83
E01003024,Lambeth 021D,5,5. Skilled trades occupations,63
E01003024,Lambeth 021D,6,"6. Caring, leisure and other service occupations",103
E01003024,Lambeth 021D,7,7. Sales and customer service occupations,89
E01003024,Lambeth 021D,8,"8. Process, plant and machine operatives",68
E01003024,Lambeth 021D,9,9. Elementary occupations,157
E01003025,Lambeth 021E,-8,Does not apply,854
E01003025,Lambeth 021E,1,"1. Managers, directors and senior officials",138
E01003025,Lambeth 021E,2,2. Professional occupations,295
E01003025,Lambeth 021E,3,3. Associate professional and technical occupations,225
E01003025,Lambeth 021E,4,4. Administrative and secretarial occupations,99
E01003025,Lambeth 021E,5,5. Skilled trades occupations,75
E01003025,Lambeth 021E,6,"6. Caring, leisure and other service occupations",112
E01003025,Lambeth 021E,7,7. Sales and customer service occupations,80
E01003025,Lambeth 021E,8,"8. Process, plant and machine operatives",47
E01003025,Lambeth 021E,9,9. Elementary occupations,117
E01003026,Lambeth 019A,-8,Does not apply,456
E01003026,Lambeth 019A,1,"1. Managers, directors and senior officials",210
E01003026,Lambeth 019A,2,2. Professional occupations,389
E01003026,Lambeth 019A,3,3. Associate professional and technical occupations,227
E01003026,Lambeth 019A,4,4. Administrative and secretarial occupations,66
E01003026,Lambeth 019A,5,5. Skilled trades occupations,43
E01003026,Lambeth 019A,6,"6. Caring, leisure and other service occupations",50
E01003026,Lambeth 019A,7,7. Sales and customer service occupations,23
E01003026,Lambeth 019A,8,"8. Process, plant and machine operatives",6
E01003026,Lambeth 019A,9,9. Elementary occupations,33
E01003027,Lambeth 019B,-8,Does not apply,526
E01003027,Lambeth 019B,1,"1. Managers, directors and senior officials",209
E01003027,Lambeth 019B,2,2. Professional occupations,378
E01003027,Lambeth 019B,3,3. Associate professional and technical occupations,167
E01003027,Lambeth 019B,4,4. Administrative and secretarial occupations,44
E01003027,Lambeth 019B,5,5. Skilled trades occupations,10
E01003027,Lambeth 019B,6,"6. Caring, leisure and other service occupations",25
E01003027,Lambeth 019B,7,7. Sales and customer service occupations,14
E01003027,Lambeth 019B,8,"8. Process, plant and machine operatives",3
E01003027,Lambeth 019B,9,9. Elementary occupations,16
E01003028,Lambeth 019C,-8,Does not apply,573
E01003028,Lambeth 019C,1,"1. Managers, directors and senior officials",181
E01003028,Lambeth 019C,2,2. Professional occupations,313
E01003028,Lambeth 019C,3,3. Associate professional and technical occupations,201
E01003028,Lambeth 019C,4,4. Administrative and secretarial occupations,61
E01003028,Lambeth 019C,5,5. Skilled trades occupations,31
E01003028,Lambeth 019C,6,"6. Caring, leisure and other service occupations",31
E01003028,Lambeth 019C,7,7. Sales and customer service occupations,26
E01003028,Lambeth 019C,8,"8. Process, plant and machine operatives",17
E01003028,Lambeth 019C,9,9. Elementary occupations,48
E01003029,Lambeth 017A,-8,Does not apply,578
E01003029,Lambeth 017A,1,"1. Managers, directors and senior officials",193
E01003029,Lambeth 017A,2,2. Professional occupations,456
E01003029,Lambeth 017A,3,3. Associate professional and technical occupations,306
E01003029,Lambeth 017A,4,4. Administrative and secretarial occupations,90
E01003029,Lambeth 017A,5,5. Skilled trades occupations,22
E01003029,Lambeth 017A,6,"6. Caring, leisure and other service occupations",62
E01003029,Lambeth 017A,7,7. Sales and customer service occupations,43
E01003029,Lambeth 017A,8,"8. Process, plant and machine operatives",22
E01003029,Lambeth 017A,9,9. Elementary occupations,55
E01003030,Lambeth 019D,-8,Does not apply,457
E01003030,Lambeth 019D,1,"1. Managers, directors and senior officials",240
E01003030,Lambeth 019D,2,2. Professional occupations,556
E01003030,Lambeth 019D,3,3. Associate professional and technical occupations,274
E01003030,Lambeth 019D,4,4. Administrative and secretarial occupations,74
E01003030,Lambeth 019D,5,5. Skilled trades occupations,21
E01003030,Lambeth 019D,6,"6. Caring, leisure and other service occupations",30
E01003030,Lambeth 019D,7,7. Sales and customer service occupations,28
E01003030,Lambeth 019D,8,"8. Process, plant and machine operatives",12
E01003030,Lambeth 019D,9,9. Elementary occupations,28
E01003031,Lambeth 023A,-8,Does not apply,601
E01003031,Lambeth 023A,1,"1. Managers, directors and senior officials",112
E01003031,Lambeth 023A,2,2. Professional occupations,358
E01003031,Lambeth 023A,3,3. Associate professional and technical occupations,207
E01003031,Lambeth 023A,4,4. Administrative and secretarial occupations,81
E01003031,Lambeth 023A,5,5. Skilled trades occupations,35
E01003031,Lambeth 023A,6,"6. Caring, leisure and other service occupations",57
E01003031,Lambeth 023A,7,7. Sales and customer service occupations,44
E01003031,Lambeth 023A,8,"8. Process, plant and machine operatives",30
E01003031,Lambeth 023A,9,9. Elementary occupations,49
E01003032,Lambeth 017B,-8,Does not apply,714
E01003032,Lambeth 017B,1,"1. Managers, directors and senior officials",146
E01003032,Lambeth 017B,2,2. Professional occupations,314
E01003032,Lambeth 017B,3,3. Associate professional and technical occupations,205
E01003032,Lambeth 017B,4,4. Administrative and secretarial occupations,81
E01003032,Lambeth 017B,5,5. Skilled trades occupations,42
E01003032,Lambeth 017B,6,"6. Caring, leisure and other service occupations",67
E01003032,Lambeth 017B,7,7. Sales and customer service occupations,50
E01003032,Lambeth 017B,8,"8. Process, plant and machine operatives",28
E01003032,Lambeth 017B,9,9. Elementary occupations,74
E01003033,Lambeth 019E,-8,Does not apply,684
E01003033,Lambeth 019E,1,"1. Managers, directors and senior officials",229
E01003033,Lambeth 019E,2,2. Professional occupations,304
E01003033,Lambeth 019E,3,3. Associate professional and technical occupations,194
E01003033,Lambeth 019E,4,4. Administrative and secretarial occupations,62
E01003033,Lambeth 019E,5,5. Skilled trades occupations,28
E01003033,Lambeth 019E,6,"6. Caring, leisure and other service occupations",48
E01003033,Lambeth 019E,7,7. Sales and customer service occupations,22
E01003033,Lambeth 019E,8,"8. Process, plant and machine operatives",12
E01003033,Lambeth 019E,9,9. Elementary occupations,32
E01003034,Lambeth 012A,-8,Does not apply,666
E01003034,Lambeth 012A,1,"1. Managers, directors and senior officials",157
E01003034,Lambeth 012A,2,2. Professional occupations,310
E01003034,Lambeth 012A,3,3. Associate professional and technical occupations,181
E01003034,Lambeth 012A,4,4. Administrative and secretarial occupations,78
E01003034,Lambeth 012A,5,5. Skilled trades occupations,41
E01003034,Lambeth 012A,6,"6. Caring, leisure and other service occupations",62
E01003034,Lambeth 012A,7,7. Sales and customer service occupations,46
E01003034,Lambeth 012A,8,"8. Process, plant and machine operatives",32
E01003034,Lambeth 012A,9,9. Elementary occupations,69
E01003035,Lambeth 012B,-8,Does not apply,528
E01003035,Lambeth 012B,1,"1. Managers, directors and senior officials",181
E01003035,Lambeth 012B,2,2. Professional occupations,460
E01003035,Lambeth 012B,3,3. Associate professional and technical occupations,260
E01003035,Lambeth 012B,4,4. Administrative and secretarial occupations,68
E01003035,Lambeth 012B,5,5. Skilled trades occupations,33
E01003035,Lambeth 012B,6,"6. Caring, leisure and other service occupations",36
E01003035,Lambeth 012B,7,7. Sales and customer service occupations,49
E01003035,Lambeth 012B,8,"8. Process, plant and machine operatives",11
E01003035,Lambeth 012B,9,9. Elementary occupations,62
E01003036,Lambeth 012C,-8,Does not apply,599
E01003036,Lambeth 012C,1,"1. Managers, directors and senior officials",174
E01003036,Lambeth 012C,2,2. Professional occupations,376
E01003036,Lambeth 012C,3,3. Associate professional and technical occupations,247
E01003036,Lambeth 012C,4,4. Administrative and secretarial occupations,87
E01003036,Lambeth 012C,5,5. Skilled trades occupations,44
E01003036,Lambeth 012C,6,"6. Caring, leisure and other service occupations",68
E01003036,Lambeth 012C,7,7. Sales and customer service occupations,81
E01003036,Lambeth 012C,8,"8. Process, plant and machine operatives",32
E01003036,Lambeth 012C,9,9. Elementary occupations,50
E01003037,Lambeth 013A,-8,Does not apply,667
E01003037,Lambeth 013A,1,"1. Managers, directors and senior officials",111
E01003037,Lambeth 013A,2,2. Professional occupations,186
E01003037,Lambeth 013A,3,3. Associate professional and technical occupations,148
E01003037,Lambeth 013A,4,4. Administrative and secretarial occupations,72
E01003037,Lambeth 013A,5,5. Skilled trades occupations,45
E01003037,Lambeth 013A,6,"6. Caring, leisure and other service occupations",56
E01003037,Lambeth 013A,7,7. Sales and customer service occupations,48
E01003037,Lambeth 013A,8,"8. Process, plant and machine operatives",40
E01003037,Lambeth 013A,9,9. Elementary occupations,69
E01003038,Lambeth 013B,-8,Does not apply,543
E01003038,Lambeth 013B,1,"1. Managers, directors and senior officials",241
E01003038,Lambeth 013B,2,2. Professional occupations,417
E01003038,Lambeth 013B,3,3. Associate professional and technical occupations,267
E01003038,Lambeth 013B,4,4. Administrative and secretarial occupations,68
E01003038,Lambeth 013B,5,5. Skilled trades occupations,30
E01003038,Lambeth 013B,6,"6. Caring, leisure and other service occupations",41
E01003038,Lambeth 013B,7,7. Sales and customer service occupations,46
E01003038,Lambeth 013B,8,"8. Process, plant and machine operatives",21
E01003038,Lambeth 013B,9,9. Elementary occupations,26
E01003039,Lambeth 013C,-8,Does not apply,635
E01003039,Lambeth 013C,1,"1. Managers, directors and senior officials",295
E01003039,Lambeth 013C,2,2. Professional occupations,548
E01003039,Lambeth 013C,3,3. Associate professional and technical occupations,351
E01003039,Lambeth 013C,4,4. Administrative and secretarial occupations,79
E01003039,Lambeth 013C,5,5. Skilled trades occupations,29
E01003039,Lambeth 013C,6,"6. Caring, leisure and other service occupations",38
E01003039,Lambeth 013C,7,7. Sales and customer service occupations,32
E01003039,Lambeth 013C,8,"8. Process, plant and machine operatives",7
E01003039,Lambeth 013C,9,9. Elementary occupations,25
E01003040,Lambeth 013D,-8,Does not apply,448
E01003040,Lambeth 013D,1,"1. Managers, directors and senior officials",171
E01003040,Lambeth 013D,2,2. Professional occupations,298
E01003040,Lambeth 013D,3,3. Associate professional and technical occupations,164
E01003040,Lambeth 013D,4,4. Administrative and secretarial occupations,56
E01003040,Lambeth 013D,5,5. Skilled trades occupations,17
E01003040,Lambeth 013D,6,"6. Caring, leisure and other service occupations",27
E01003040,Lambeth 013D,7,7. Sales and customer service occupations,20
E01003040,Lambeth 013D,8,"8. Process, plant and machine operatives",10
E01003040,Lambeth 013D,9,9. Elementary occupations,31
E01003041,Lambeth 017C,-8,Does not apply,688
E01003041,Lambeth 017C,1,"1. Managers, directors and senior officials",100
E01003041,Lambeth 017C,2,2. Professional occupations,215
E01003041,Lambeth 017C,3,3. Associate professional and technical occupations,148
E01003041,Lambeth 017C,4,4. Administrative and secretarial occupations,73
E01003041,Lambeth 017C,5,5. Skilled trades occupations,63
E01003041,Lambeth 017C,6,"6. Caring, leisure and other service occupations",66
E01003041,Lambeth 017C,7,7. Sales and customer service occupations,61
E01003041,Lambeth 017C,8,"8. Process, plant and machine operatives",30
E01003041,Lambeth 017C,9,9. Elementary occupations,77
E01003042,Lambeth 013E,-8,Does not apply,414
E01003042,Lambeth 013E,1,"1. Managers, directors and senior officials",92
E01003042,Lambeth 013E,2,2. Professional occupations,221
E01003042,Lambeth 013E,3,3. Associate professional and technical occupations,141
E01003042,Lambeth 013E,4,4. Administrative and secretarial occupations,45
E01003042,Lambeth 013E,5,5. Skilled trades occupations,41
E01003042,Lambeth 013E,6,"6. Caring, leisure and other service occupations",60
E01003042,Lambeth 013E,7,7. Sales and customer service occupations,31
E01003042,Lambeth 013E,8,"8. Process, plant and machine operatives",17
E01003042,Lambeth 013E,9,9. Elementary occupations,43
E01003043,Lambeth 018A,-8,Does not apply,597
E01003043,Lambeth 018A,1,"1. Managers, directors and senior officials",156
E01003043,Lambeth 018A,2,2. Professional occupations,400
E01003043,Lambeth 018A,3,3. Associate professional and technical occupations,194
E01003043,Lambeth 018A,4,4. Administrative and secretarial occupations,69
E01003043,Lambeth 018A,5,5. Skilled trades occupations,40
E01003043,Lambeth 018A,6,"6. Caring, leisure and other service occupations",62
E01003043,Lambeth 018A,7,7. Sales and customer service occupations,38
