Lower layer Super Output Areas Code,Lower layer Super Output Areas,Age (5 categories) Code,Age (5 categories),Observation
E01000427,Bexley 026C,4,Aged 35 to 49 years,344
E01000427,Bexley 026C,5,Aged 50 years and over,849
E01000428,Bexley 027D,1,Aged 15 years and under,336
E01000428,Bexley 027D,2,Aged 16 to 24 years,178
E01000428,Bexley 027D,3,Aged 25 to 34 years,321
E01000428,Bexley 027D,4,Aged 35 to 49 years,352
E01000428,Bexley 027D,5,Aged 50 years and over,717
E01000429,Bexley 008B,1,Aged 15 years and under,465
E01000429,Bexley 008B,2,Aged 16 to 24 years,155
E01000429,Bexley 008B,3,Aged 25 to 34 years,231
E01000429,Bexley 008B,4,Aged 35 to 49 years,433
E01000429,Bexley 008B,5,Aged 50 years and over,406
E01000430,Bexley 008C,1,Aged 15 years and under,527
E01000430,Bexley 008C,2,Aged 16 to 24 years,260
E01000430,Bexley 008C,3,Aged 25 to 34 years,242
E01000430,Bexley 008C,4,Aged 35 to 49 years,470
E01000430,Bexley 008C,5,Aged 50 years and over,551
E01000431,Bexley 008D,1,Aged 15 years and under,288
E01000431,Bexley 008D,2,Aged 16 to 24 years,162
E01000431,Bexley 008D,3,Aged 25 to 34 years,144
E01000431,Bexley 008D,4,Aged 35 to 49 years,236
E01000431,Bexley 008D,5,Aged 50 years and over,370
E01000433,Bexley 008F,1,Aged 15 years and under,523
E01000433,Bexley 008F,2,Aged 16 to 24 years,237
E01000433,Bexley 008F,3,Aged 25 to 34 years,272
E01000433,Bexley 008F,4,Aged 35 to 49 years,407
E01000433,Bexley 008F,5,Aged 50 years and over,517
E01000434,Bexley 008G,1,Aged 15 years and under,373
E01000434,Bexley 008G,2,Aged 16 to 24 years,217
E01000434,Bexley 008G,3,Aged 25 to 34 years,203
E01000434,Bexley 008G,4,Aged 35 to 49 years,299
E01000434,Bexley 008G,5,Aged 50 years and over,501
E01000435,Bexley 010E,1,Aged 15 years and under,345
E01000435,Bexley 010E,2,Aged 16 to 24 years,172
E01000435,Bexley 010E,3,Aged 25 to 34 years,210
E01000435,Bexley 010E,4,Aged 35 to 49 years,272
E01000435,Bexley 010E,5,Aged 50 years and over,491
E01000436,Bexley 011E,1,Aged 15 years and under,360
E01000436,Bexley 011E,2,Aged 16 to 24 years,177
E01000436,Bexley 011E,3,Aged 25 to 34 years,159
E01000436,Bexley 011E,4,Aged 35 to 49 years,361
E01000436,Bexley 011E,5,Aged 50 years and over,700
E01000437,Bexley 007A,1,Aged 15 years and under,264
E01000437,Bexley 007A,2,Aged 16 to 24 years,160
E01000437,Bexley 007A,3,Aged 25 to 34 years,155
E01000437,Bexley 007A,4,Aged 35 to 49 years,258
E01000437,Bexley 007A,5,Aged 50 years and over,536
E01000438,Bexley 007B,1,Aged 15 years and under,413
E01000438,Bexley 007B,2,Aged 16 to 24 years,175
E01000438,Bexley 007B,3,Aged 25 to 34 years,221
E01000438,Bexley 007B,4,Aged 35 to 49 years,336
E01000438,Bexley 007B,5,Aged 50 years and over,544
E01000439,Bexley 007C,1,Aged 15 years and under,329
E01000439,Bexley 007C,2,Aged 16 to 24 years,160
E01000439,Bexley 007C,3,Aged 25 to 34 years,182
E01000439,Bexley 007C,4,Aged 35 to 49 years,305
E01000439,Bexley 007C,5,Aged 50 years and over,448
E01000440,Bexley 007D,1,Aged 15 years and under,208
E01000440,Bexley 007D,2,Aged 16 to 24 years,150
E01000440,Bexley 007D,3,Aged 25 to 34 years,143
E01000440,Bexley 007D,4,Aged 35 to 49 years,256
E01000440,Bexley 007D,5,Aged 50 years and over,627
E01000441,Bexley 007E,1,Aged 15 years and under,471
E01000441,Bexley 007E,2,Aged 16 to 24 years,194
E01000441,Bexley 007E,3,Aged 25 to 34 years,221
E01000441,Bexley 007E,4,Aged 35 to 49 years,404
E01000441,Bexley 007E,5,Aged 50 years and over,512
E01000442,Bexley 006E,1,Aged 15 years and under,311
E01000442,Bexley 006E,2,Aged 16 to 24 years,169
E01000442,Bexley 006E,3,Aged 25 to 34 years,192
E01000442,Bexley 006E,4,Aged 35 to 49 years,311
E01000442,Bexley 006E,5,Aged 50 years and over,698
E01000443,Bexley 024B,1,Aged 15 years and under,280
E01000443,Bexley 024B,2,Aged 16 to 24 years,135
E01000443,Bexley 024B,3,Aged 25 to 34 years,156
E01000443,Bexley 024B,4,Aged 35 to 49 years,284
E01000443,Bexley 024B,5,Aged 50 years and over,475
E01000444,Bexley 023B,1,Aged 15 years and under,275
E01000444,Bexley 023B,2,Aged 16 to 24 years,142
E01000444,Bexley 023B,3,Aged 25 to 34 years,137
E01000444,Bexley 023B,4,Aged 35 to 49 years,303
E01000444,Bexley 023B,5,Aged 50 years and over,784
E01000445,Bexley 024C,1,Aged 15 years and under,308
E01000445,Bexley 024C,2,Aged 16 to 24 years,146
E01000445,Bexley 024C,3,Aged 25 to 34 years,166
E01000445,Bexley 024C,4,Aged 35 to 49 years,329
E01000445,Bexley 024C,5,Aged 50 years and over,715
E01000446,Bexley 024D,1,Aged 15 years and under,283
E01000446,Bexley 024D,2,Aged 16 to 24 years,138
E01000446,Bexley 024D,3,Aged 25 to 34 years,225
E01000446,Bexley 024D,4,Aged 35 to 49 years,317
E01000446,Bexley 024D,5,Aged 50 years and over,542
E01000447,Bexley 023C,1,Aged 15 years and under,375
E01000447,Bexley 023C,2,Aged 16 to 24 years,162
E01000447,Bexley 023C,3,Aged 25 to 34 years,354
E01000447,Bexley 023C,4,Aged 35 to 49 years,436
E01000447,Bexley 023C,5,Aged 50 years and over,631
E01000448,Bexley 023D,1,Aged 15 years and under,231
E01000448,Bexley 023D,2,Aged 16 to 24 years,148
E01000448,Bexley 023D,3,Aged 25 to 34 years,106
E01000448,Bexley 023D,4,Aged 35 to 49 years,252
E01000448,Bexley 023D,5,Aged 50 years and over,611
E01000449,Bexley 023E,1,Aged 15 years and under,263
E01000449,Bexley 023E,2,Aged 16 to 24 years,126
E01000449,Bexley 023E,3,Aged 25 to 34 years,155
E01000449,Bexley 023E,4,Aged 35 to 49 years,277
E01000449,Bexley 023E,5,Aged 50 years and over,741
E01000450,Bexley 009E,1,Aged 15 years and under,409
E01000450,Bexley 009E,2,Aged 16 to 24 years,209
E01000450,Bexley 009E,3,Aged 25 to 34 years,201
E01000450,Bexley 009E,4,Aged 35 to 49 years,410
E01000450,Bexley 009E,5,Aged 50 years and over,574
E01000451,Bexley 009F,1,Aged 15 years and under,330
E01000451,Bexley 009F,2,Aged 16 to 24 years,180
E01000451,Bexley 009F,3,Aged 25 to 34 years,242
E01000451,Bexley 009F,4,Aged 35 to 49 years,340
E01000451,Bexley 009F,5,Aged 50 years and over,657
E01000452,Bexley 009G,1,Aged 15 years and under,265
E01000452,Bexley 009G,2,Aged 16 to 24 years,157
E01000452,Bexley 009G,3,Aged 25 to 34 years,187
E01000452,Bexley 009G,4,Aged 35 to 49 years,295
E01000452,Bexley 009G,5,Aged 50 years and over,515
E01000453,Bexley 013B,1,Aged 15 years and under,292
E01000453,Bexley 013B,2,Aged 16 to 24 years,162
E01000453,Bexley 013B,3,Aged 25 to 34 years,181
E01000453,Bexley 013B,4,Aged 35 to 49 years,331
E01000453,Bexley 013B,5,Aged 50 years and over,511
E01000454,Bexley 013C,1,Aged 15 years and under,305
E01000454,Bexley 013C,2,Aged 16 to 24 years,165
E01000454,Bexley 013C,3,Aged 25 to 34 years,220
E01000454,Bexley 013C,4,Aged 35 to 49 years,346
E01000454,Bexley 013C,5,Aged 50 years and over,594
E01000455,Bexley 013D,1,Aged 15 years and under,325
E01000455,Bexley 013D,2,Aged 16 to 24 years,200
E01000455,Bexley 013D,3,Aged 25 to 34 years,178
E01000455,Bexley 013D,4,Aged 35 to 49 years,419
E01000455,Bexley 013D,5,Aged 50 years and over,670
E01000456,Bexley 013E,1,Aged 15 years and under,291
E01000456,Bexley 013E,2,Aged 16 to 24 years,141
E01000456,Bexley 013E,3,Aged 25 to 34 years,161
E01000456,Bexley 013E,4,Aged 35 to 49 years,301
E01000456,Bexley 013E,5,Aged 50 years and over,528
E01000457,Bexley 026D,1,Aged 15 years and under,344
E01000457,Bexley 026D,2,Aged 16 to 24 years,332
E01000457,Bexley 026D,3,Aged 25 to 34 years,403
E01000457,Bexley 026D,4,Aged 35 to 49 years,459
E01000457,Bexley 026D,5,Aged 50 years and over,637
E01000458,Bexley 027E,1,Aged 15 years and under,240
E01000458,Bexley 027E,2,Aged 16 to 24 years,150
E01000458,Bexley 027E,3,Aged 25 to 34 years,133
E01000458,Bexley 027E,4,Aged 35 to 49 years,276
E01000458,Bexley 027E,5,Aged 50 years and over,741
E01000459,Bexley 027F,1,Aged 15 years and under,286
E01000459,Bexley 027F,2,Aged 16 to 24 years,208
E01000459,Bexley 027F,3,Aged 25 to 34 years,251
E01000459,Bexley 027F,4,Aged 35 to 49 years,329
E01000459,Bexley 027F,5,Aged 50 years and over,797
E01000460,Bexley 022E,1,Aged 15 years and under,230
E01000460,Bexley 022E,2,Aged 16 to 24 years,85
E01000460,Bexley 022E,3,Aged 25 to 34 years,122
E01000460,Bexley 022E,4,Aged 35 to 49 years,242
E01000460,Bexley 022E,5,Aged 50 years and over,582
E01000461,Bexley 024E,1,Aged 15 years and under,311
E01000461,Bexley 024E,2,Aged 16 to 24 years,183
E01000461,Bexley 024E,3,Aged 25 to 34 years,176
E01000461,Bexley 024E,4,Aged 35 to 49 years,318
E01000461,Bexley 024E,5,Aged 50 years and over,650
E01000462,Bexley 026E,1,Aged 15 years and under,297
E01000462,Bexley 026E,2,Aged 16 to 24 years,360
E01000462,Bexley 026E,3,Aged 25 to 34 years,318
E01000462,Bexley 026E,4,Aged 35 to 49 years,372
E01000462,Bexley 026E,5,Aged 50 years and over,706
E01000463,Bexley 025E,1,Aged 15 years and under,242
E01000463,Bexley 025E,2,Aged 16 to 24 years,125
E01000463,Bexley 025E,3,Aged 25 to 34 years,151
E01000463,Bexley 025E,4,Aged 35 to 49 years,253
E01000463,Bexley 025E,5,Aged 50 years and over,477
E01000464,Bexley 002D,1,Aged 15 years and under,330
E01000464,Bexley 002D,2,Aged 16 to 24 years,199
E01000464,Bexley 002D,3,Aged 25 to 34 years,160
E01000464,Bexley 002D,4,Aged 35 to 49 years,317
E01000464,Bexley 002D,5,Aged 50 years and over,512
E01000465,Bexley 002E,1,Aged 15 years and under,398
E01000465,Bexley 002E,2,Aged 16 to 24 years,169
E01000465,Bexley 002E,3,Aged 25 to 34 years,226
E01000465,Bexley 002E,4,Aged 35 to 49 years,350
E01000465,Bexley 002E,5,Aged 50 years and over,547
E01000466,Bexley 001A,1,Aged 15 years and under,418
E01000466,Bexley 001A,2,Aged 16 to 24 years,205
E01000466,Bexley 001A,3,Aged 25 to 34 years,243
E01000466,Bexley 001A,4,Aged 35 to 49 years,329
E01000466,Bexley 001A,5,Aged 50 years and over,518
E01000467,Bexley 001B,1,Aged 15 years and under,421
E01000467,Bexley 001B,2,Aged 16 to 24 years,177
E01000467,Bexley 001B,3,Aged 25 to 34 years,203
E01000467,Bexley 001B,4,Aged 35 to 49 years,363
E01000467,Bexley 001B,5,Aged 50 years and over,514
E01000468,Bexley 001C,1,Aged 15 years and under,840
E01000468,Bexley 001C,2,Aged 16 to 24 years,382
E01000468,Bexley 001C,3,Aged 25 to 34 years,330
E01000468,Bexley 001C,4,Aged 35 to 49 years,699
E01000468,Bexley 001C,5,Aged 50 years and over,681
E01000469,Bexley 001D,1,Aged 15 years and under,443
E01000469,Bexley 001D,2,Aged 16 to 24 years,160
E01000469,Bexley 001D,3,Aged 25 to 34 years,244
E01000469,Bexley 001D,4,Aged 35 to 49 years,375
E01000469,Bexley 001D,5,Aged 50 years and over,516
E01000470,Bexley 002F,1,Aged 15 years and under,345
E01000470,Bexley 002F,2,Aged 16 to 24 years,148
E01000470,Bexley 002F,3,Aged 25 to 34 years,170
E01000470,Bexley 002F,4,Aged 35 to 49 years,274
E01000470,Bexley 002F,5,Aged 50 years and over,369
E01000471,Brent 026A,1,Aged 15 years and under,269
E01000471,Brent 026A,2,Aged 16 to 24 years,192
E01000471,Brent 026A,3,Aged 25 to 34 years,316
E01000471,Brent 026A,4,Aged 35 to 49 years,347
E01000471,Brent 026A,5,Aged 50 years and over,597
E01000472,Brent 029A,1,Aged 15 years and under,532
E01000472,Brent 029A,2,Aged 16 to 24 years,229
E01000472,Brent 029A,3,Aged 25 to 34 years,516
E01000472,Brent 029A,4,Aged 35 to 49 years,677
E01000472,Brent 029A,5,Aged 50 years and over,450
E01000473,Brent 029B,1,Aged 15 years and under,510
E01000473,Brent 029B,2,Aged 16 to 24 years,440
E01000473,Brent 029B,3,Aged 25 to 34 years,453
E01000473,Brent 029B,4,Aged 35 to 49 years,691
E01000473,Brent 029B,5,Aged 50 years and over,610
E01000474,Brent 026B,1,Aged 15 years and under,407
E01000474,Brent 026B,2,Aged 16 to 24 years,331
E01000474,Brent 026B,3,Aged 25 to 34 years,419
E01000474,Brent 026B,4,Aged 35 to 49 years,470
E01000474,Brent 026B,5,Aged 50 years and over,645
E01000475,Brent 029C,1,Aged 15 years and under,420
E01000475,Brent 029C,2,Aged 16 to 24 years,229
E01000475,Brent 029C,3,Aged 25 to 34 years,365
E01000475,Brent 029C,4,Aged 35 to 49 years,557
E01000475,Brent 029C,5,Aged 50 years and over,553
E01000476,Brent 026C,1,Aged 15 years and under,369
E01000476,Brent 026C,2,Aged 16 to 24 years,281
E01000476,Brent 026C,3,Aged 25 to 34 years,446
E01000476,Brent 026C,4,Aged 35 to 49 years,403
E01000476,Brent 026C,5,Aged 50 years and over,697
E01000477,Brent 026D,1,Aged 15 years and under,499
E01000477,Brent 026D,2,Aged 16 to 24 years,308
E01000477,Brent 026D,3,Aged 25 to 34 years,390
E01000477,Brent 026D,4,Aged 35 to 49 years,565
E01000477,Brent 026D,5,Aged 50 years and over,614
E01000478,Brent 029D,1,Aged 15 years and under,506
E01000478,Brent 029D,2,Aged 16 to 24 years,290
E01000478,Brent 029D,3,Aged 25 to 34 years,483
E01000478,Brent 029D,4,Aged 35 to 49 years,597
E01000478,Brent 029D,5,Aged 50 years and over,651
E01000479,Brent 009A,1,Aged 15 years and under,302
E01000479,Brent 009A,2,Aged 16 to 24 years,200
E01000479,Brent 009A,3,Aged 25 to 34 years,242
E01000479,Brent 009A,4,Aged 35 to 49 years,367
E01000479,Brent 009A,5,Aged 50 years and over,647
E01000480,Brent 006A,1,Aged 15 years and under,283
E01000480,Brent 006A,2,Aged 16 to 24 years,204
E01000480,Brent 006A,3,Aged 25 to 34 years,268
E01000480,Brent 006A,4,Aged 35 to 49 years,332
E01000480,Brent 006A,5,Aged 50 years and over,604
E01000481,Brent 009B,1,Aged 15 years and under,369
E01000481,Brent 009B,2,Aged 16 to 24 years,182
E01000481,Brent 009B,3,Aged 25 to 34 years,251
E01000481,Brent 009B,4,Aged 35 to 49 years,414
E01000481,Brent 009B,5,Aged 50 years and over,419
E01000483,Brent 009D,1,Aged 15 years and under,426
E01000483,Brent 009D,2,Aged 16 to 24 years,246
E01000483,Brent 009D,3,Aged 25 to 34 years,279
E01000483,Brent 009D,4,Aged 35 to 49 years,383
E01000483,Brent 009D,5,Aged 50 years and over,518
E01000484,Brent 006B,1,Aged 15 years and under,349
E01000484,Brent 006B,2,Aged 16 to 24 years,261
E01000484,Brent 006B,3,Aged 25 to 34 years,256
E01000484,Brent 006B,4,Aged 35 to 49 years,353
E01000484,Brent 006B,5,Aged 50 years and over,549
E01000485,Brent 006C,1,Aged 15 years and under,273
E01000485,Brent 006C,2,Aged 16 to 24 years,158
E01000485,Brent 006C,3,Aged 25 to 34 years,201
E01000485,Brent 006C,4,Aged 35 to 49 years,332
E01000485,Brent 006C,5,Aged 50 years and over,640
E01000486,Brent 006D,1,Aged 15 years and under,317
E01000486,Brent 006D,2,Aged 16 to 24 years,206
E01000486,Brent 006D,3,Aged 25 to 34 years,264
E01000486,Brent 006D,4,Aged 35 to 49 years,353
E01000486,Brent 006D,5,Aged 50 years and over,560
E01000487,Brent 006E,1,Aged 15 years and under,367
E01000487,Brent 006E,2,Aged 16 to 24 years,234
E01000487,Brent 006E,3,Aged 25 to 34 years,303
E01000487,Brent 006E,4,Aged 35 to 49 years,457
E01000487,Brent 006E,5,Aged 50 years and over,628
E01000488,Brent 022A,1,Aged 15 years and under,278
E01000488,Brent 022A,2,Aged 16 to 24 years,240
E01000488,Brent 022A,3,Aged 25 to 34 years,325
E01000488,Brent 022A,4,Aged 35 to 49 years,349
E01000488,Brent 022A,5,Aged 50 years and over,455
E01000489,Brent 030A,1,Aged 15 years and under,282
E01000489,Brent 030A,2,Aged 16 to 24 years,186
E01000489,Brent 030A,3,Aged 25 to 34 years,286
E01000489,Brent 030A,4,Aged 35 to 49 years,348
E01000489,Brent 030A,5,Aged 50 years and over,627
E01000490,Brent 023A,1,Aged 15 years and under,257
E01000490,Brent 023A,2,Aged 16 to 24 years,172
E01000490,Brent 023A,3,Aged 25 to 34 years,440
E01000490,Brent 023A,4,Aged 35 to 49 years,469
E01000490,Brent 023A,5,Aged 50 years and over,433
E01000491,Brent 030B,1,Aged 15 years and under,359
E01000491,Brent 030B,2,Aged 16 to 24 years,228
E01000491,Brent 030B,3,Aged 25 to 34 years,396
E01000491,Brent 030B,4,Aged 35 to 49 years,475
E01000491,Brent 030B,5,Aged 50 years and over,609
E01000492,Brent 030C,1,Aged 15 years and under,244
E01000492,Brent 030C,2,Aged 16 to 24 years,103
E01000492,Brent 030C,3,Aged 25 to 34 years,166
E01000492,Brent 030C,4,Aged 35 to 49 years,297
E01000492,Brent 030C,5,Aged 50 years and over,462
E01000493,Brent 030D,1,Aged 15 years and under,292
E01000493,Brent 030D,2,Aged 16 to 24 years,128
E01000493,Brent 030D,3,Aged 25 to 34 years,219
E01000493,Brent 030D,4,Aged 35 to 49 years,365
E01000493,Brent 030D,5,Aged 50 years and over,593
E01000494,Brent 023B,1,Aged 15 years and under,284
E01000494,Brent 023B,2,Aged 16 to 24 years,192
E01000494,Brent 023B,3,Aged 25 to 34 years,330
E01000494,Brent 023B,4,Aged 35 to 49 years,413
E01000494,Brent 023B,5,Aged 50 years and over,542
E01000495,Brent 023C,1,Aged 15 years and under,220
E01000495,Brent 023C,2,Aged 16 to 24 years,164
E01000495,Brent 023C,3,Aged 25 to 34 years,354
E01000495,Brent 023C,4,Aged 35 to 49 years,360
E01000495,Brent 023C,5,Aged 50 years and over,492
E01000497,Brent 011A,1,Aged 15 years and under,284
E01000497,Brent 011A,2,Aged 16 to 24 years,242
E01000497,Brent 011A,3,Aged 25 to 34 years,358
E01000497,Brent 011A,4,Aged 35 to 49 years,380
E01000497,Brent 011A,5,Aged 50 years and over,808
E01000498,Brent 010B,1,Aged 15 years and under,421
E01000498,Brent 010B,2,Aged 16 to 24 years,216
E01000498,Brent 010B,3,Aged 25 to 34 years,220
E01000498,Brent 010B,4,Aged 35 to 49 years,304
E01000498,Brent 010B,5,Aged 50 years and over,521
E01000499,Brent 011B,1,Aged 15 years and under,451
E01000499,Brent 011B,2,Aged 16 to 24 years,276
E01000499,Brent 011B,3,Aged 25 to 34 years,335
E01000499,Brent 011B,4,Aged 35 to 49 years,369
E01000499,Brent 011B,5,Aged 50 years and over,467
E01000501,Brent 011C,1,Aged 15 years and under,467
E01000501,Brent 011C,2,Aged 16 to 24 years,304
E01000501,Brent 011C,3,Aged 25 to 34 years,298
E01000501,Brent 011C,4,Aged 35 to 49 years,388
E01000501,Brent 011C,5,Aged 50 years and over,573
E01000502,Brent 011D,1,Aged 15 years and under,491
E01000502,Brent 011D,2,Aged 16 to 24 years,193
E01000502,Brent 011D,3,Aged 25 to 34 years,281
E01000502,Brent 011D,4,Aged 35 to 49 years,414
E01000502,Brent 011D,5,Aged 50 years and over,501
E01000503,Brent 011E,1,Aged 15 years and under,427
E01000503,Brent 011E,2,Aged 16 to 24 years,215
E01000503,Brent 011E,3,Aged 25 to 34 years,317
E01000503,Brent 011E,4,Aged 35 to 49 years,470
E01000503,Brent 011E,5,Aged 50 years and over,664
E01000504,Brent 018A,1,Aged 15 years and under,351
E01000504,Brent 018A,2,Aged 16 to 24 years,203
E01000504,Brent 018A,3,Aged 25 to 34 years,326
E01000504,Brent 018A,4,Aged 35 to 49 years,412
E01000504,Brent 018A,5,Aged 50 years and over,505
E01000505,Brent 018B,1,Aged 15 years and under,329
E01000505,Brent 018B,2,Aged 16 to 24 years,196
E01000505,Brent 018B,3,Aged 25 to 34 years,328
E01000505,Brent 018B,4,Aged 35 to 49 years,308
E01000505,Brent 018B,5,Aged 50 years and over,514
E01000506,Brent 014A,1,Aged 15 years and under,339
E01000506,Brent 014A,2,Aged 16 to 24 years,194
E01000506,Brent 014A,3,Aged 25 to 34 years,282
E01000506,Brent 014A,4,Aged 35 to 49 years,404
E01000506,Brent 014A,5,Aged 50 years and over,440
E01000507,Brent 018C,1,Aged 15 years and under,286
E01000507,Brent 018C,2,Aged 16 to 24 years,174
E01000507,Brent 018C,3,Aged 25 to 34 years,252
E01000507,Brent 018C,4,Aged 35 to 49 years,380
E01000507,Brent 018C,5,Aged 50 years and over,525
E01000508,Brent 025A,1,Aged 15 years and under,779
E01000508,Brent 025A,2,Aged 16 to 24 years,299
E01000508,Brent 025A,3,Aged 25 to 34 years,298
E01000508,Brent 025A,4,Aged 35 to 49 years,634
E01000508,Brent 025A,5,Aged 50 years and over,603
E01000509,Brent 014B,1,Aged 15 years and under,273
E01000509,Brent 014B,2,Aged 16 to 24 years,178
E01000509,Brent 014B,3,Aged 25 to 34 years,217
E01000509,Brent 014B,4,Aged 35 to 49 years,301
E01000509,Brent 014B,5,Aged 50 years and over,469
E01000510,Brent 014C,1,Aged 15 years and under,363
E01000510,Brent 014C,2,Aged 16 to 24 years,208
E01000510,Brent 014C,3,Aged 25 to 34 years,298
E01000510,Brent 014C,4,Aged 35 to 49 years,345
E01000510,Brent 014C,5,Aged 50 years and over,458
E01000511,Brent 014D,1,Aged 15 years and under,433
E01000511,Brent 014D,2,Aged 16 to 24 years,246
E01000511,Brent 014D,3,Aged 25 to 34 years,244
E01000511,Brent 014D,4,Aged 35 to 49 years,384
E01000511,Brent 014D,5,Aged 50 years and over,462
E01000512,Brent 018D,1,Aged 15 years and under,294
E01000512,Brent 018D,2,Aged 16 to 24 years,237
E01000512,Brent 018D,3,Aged 25 to 34 years,247
E01000512,Brent 018D,4,Aged 35 to 49 years,377
E01000512,Brent 018D,5,Aged 50 years and over,548
E01000513,Brent 002A,1,Aged 15 years and under,318
E01000513,Brent 002A,2,Aged 16 to 24 years,219
E01000513,Brent 002A,3,Aged 25 to 34 years,209
E01000513,Brent 002A,4,Aged 35 to 49 years,349
E01000513,Brent 002A,5,Aged 50 years and over,587
E01000514,Brent 002B,1,Aged 15 years and under,303
E01000514,Brent 002B,2,Aged 16 to 24 years,215
E01000514,Brent 002B,3,Aged 25 to 34 years,235
E01000514,Brent 002B,4,Aged 35 to 49 years,370
E01000514,Brent 002B,5,Aged 50 years and over,447
E01000515,Brent 003A,1,Aged 15 years and under,408
E01000515,Brent 003A,2,Aged 16 to 24 years,229
E01000515,Brent 003A,3,Aged 25 to 34 years,278
E01000515,Brent 003A,4,Aged 35 to 49 years,451
E01000515,Brent 003A,5,Aged 50 years and over,511
